9.185403075401673334e+01,1.319592782315986028e+02,6.187583802417972317e-02,4.686846455986393778e+01
1.006252382337464724e+02,4.043100823484421653e+02,6.946103964873387437e-02,7.338232840979374316e+01
2.602813165130630750e+02,1.180083629722651722e+03,1.997178217799528144e-01,0.000000000000000000e+00
3.692590413610855649e+02,2.577256498911742142e+02,8.445648845290824880e-02,4.042613277133056471e+01
3.252395345255612824e+02,1.081024106887728067e+03,1.076109926948113360e-01,4.942352565965836675e+01
3.967929109720966494e+02,8.647353847221880869e+02,9.579048123328390285e-02,6.902996839056002898e+01
1.928575170497398688e+02,1.271028648377164700e+03,1.126599400455505634e-01,0.000000000000000000e+00
2.117475847191183789e+02,3.796240429149036117e+02,1.693076116678919885e-01,1.050960997327954942e+02
2.214872118732013746e+02,1.053224615941652246e+03,1.501245609040910423e-01,0.000000000000000000e+00
1.525083269884376875e+02,5.194079000590035093e+02,1.318683668694329847e-01,5.068085611714157501e+00
3.077948348204472495e+02,5.764347888695386928e+02,1.625514050928886789e-01,9.027833450987408526e+01
1.282671313668835467e+02,9.522814819739372751e+02,1.398793736258656384e-01,0.000000000000000000e+00
3.585860977548935580e+02,7.349327710384678767e+02,1.927778339944858643e-01,2.376876520788116665e+01
5.108855089911034497e+01,7.140579565167776082e+02,1.826365635380421959e-01,0.000000000000000000e+00
2.940551880394774571e+02,1.390466350846551904e+03,1.190514690443882639e-01,0.000000000000000000e+00
