1.037283142425252862e+02,2.150523973643799138e+02,1.654710282259115040e-01,3.982727870673704729e+01
6.589331790235570452e+01,1.853450599796577762e+02,1.034754296511881944e-01,5.987252065303021453e+01
2.416087211749194239e+02,3.090069006369316753e+02,1.829726394432135139e-01,5.052597411591319343e+01
3.395587349563807038e+02,4.303733269818276312e+02,1.335455417376922860e-01,5.307998930631662660e+01
2.677981290238450924e+02,9.190810816237697054e+02,1.221695131766633580e-01,7.043600659424127386e+00
1.709963403713958314e+02,1.122356051601402669e+03,6.427985420651592674e-02,1.650992737668021704e+01
3.794858022565882152e+02,1.287913073449208923e+03,2.032626703283395841e-01,0.000000000000000000e+00
3.963965802709245736e+02,7.051672054158638048e+02,1.871213828074661800e-01,9.406539671031100625e+01
8.901181822610551819e+01,5.785166227356102127e+02,7.994500588176513267e-02,5.404963560714846516e+00
2.834078357373091990e+02,1.341463339417514362e+03,1.483115769372343462e-01,0.000000000000000000e+00
2.171042837122459446e+02,1.056654278348345088e+03,1.403476672379791457e-01,0.000000000000000000e+00
3.120638611447585617e+02,7.933662038814119342e+02,7.003949900860632904e-02,5.258758079327760981e+01
1.264590800919430080e+02,5.280900643427999057e+02,1.168336355962059370e-01,7.297366390145748616e-01
1.894454460130729672e+02,1.242243762195806994e+03,9.043053491226618612e-02,0.000000000000000000e+00
3.551448029434536693e+02,8.703484609321740209e+02,1.666055839822023210e-01,1.161416458499855153e+01
