1.201918785638640230e+02,9.307941779315831354e+02,1.229954310604287615e-01,0.000000000000000000e+00
3.378339209310964293e+02,1.135869773778650597e+03,9.911689072386997701e-02,7.548766515089513973e+01
1.513241495099449310e+02,1.164314033505091402e+03,1.982469505426637801e-01,0.000000000000000000e+00
3.710293106329776833e+02,5.874689463660671436e+02,1.321438951506921367e-01,7.047101961441518370e+01
3.004891657405879641e+02,1.048478441131866703e+03,1.132382591426911167e-01,1.919720375137249491e+01
2.556784021930515394e+02,7.761751550614570760e+02,6.169091781081265796e-02,5.523059634574511279e+01
3.332409568209350823e+02,1.269236212283940858e+03,1.124625132721384368e-01,5.917615725233485335e+00
2.755426993958754451e+02,2.205732481438922719e+02,1.130319512678855109e-01,4.874006284527893484e+01
3.919958473765941562e+02,9.688162631770530879e+02,1.171354927392019019e-01,1.070055370815120739e+02
3.390695973877832330e+02,5.342327961422505496e+02,1.418470651697296137e-01,8.223188014214022701e+01
3.685351882741892382e+02,6.892567245774432649e+02,1.756905490447910334e-01,8.911078077220527405e+01
1.026905411845879144e+02,1.037513171921562389e+03,1.615824571642122121e-01,0.000000000000000000e+00
1.301873067295534838e+02,1.324090044276763592e+03,1.236335532314439406e-01,0.000000000000000000e+00
3.832642989634111927e+02,2.003445727599388135e+02,8.634791231947745727e-02,4.125025038893814866e+01
6.735570968075529663e+01,9.993473409511901764e+02,1.456827431785213123e-01,0.000000000000000000e+00
2.454581747390420787e+02,1.789296904030575206e+02,1.408832233771673548e-01,4.169831903939056872e+01
1.708234853200653447e+02,7.760240348866157092e+02,7.587991832125878799e-02,3.843097727500644822e+01
2.725364933290745739e+02,8.578347291083622395e+02,6.067808336375440925e-02,5.791602332583060075e+01
2.762923862767748915e+02,1.307534114392124820e+03,1.740097896400470412e-01,0.000000000000000000e+00
4.135978573580345028e+02,1.368171841107059663e+03,1.742180139631711033e-01,0.000000000000000000e+00
1.545444768489828391e+02,9.344417968605906708e+02,1.288323628539795318e-01,0.000000000000000000e+00
1.217149529810516952e+02,6.192956628870081204e+02,6.749013487214580720e-02,3.434606045032992938e+01
2.155291416276048437e+02,1.398313439426679906e+03,7.762211449041485356e-02,2.427757682851057641e+00
9.375309908997003561e+01,1.082020990852453224e+03,1.446241053988921998e-01,0.000000000000000000e+00
2.228533238284148013e+02,2.618120206075200826e+02,9.284500456560534909e-02,4.523272287521805879e+01
3.798372439076414935e+02,6.640295157472105529e+02,1.371841504020716584e-01,4.319540588487636512e+01
5.227542132918292594e+01,5.131956014638519719e+02,1.228747526965932452e-01,0.000000000000000000e+00
2.743526074246001372e+02,1.315426027842379654e+03,1.501815224765826184e-01,0.000000000000000000e+00
3.087481076024698723e+02,3.172899904195550675e+02,1.675807689611692464e-01,4.147048646449206899e+01
3.545640627268916205e+02,9.458851228980798851e+02,1.230796088103030261e-01,7.954433642384253744e+01
1.059179219182062184e+02,8.610368265907097793e+02,1.360812305387997523e-01,0.000000000000000000e+00
3.986986419156918942e+02,7.466557872516513044e+02,1.323701128651167958e-01,5.729981117467014684e+01
2.467658577067961687e+02,1.186826253199024222e+03,6.795892126764914443e-02,6.245078118934499400e+01
2.953430688368221126e+02,1.119165184930069927e+03,1.620934813419615261e-01,0.000000000000000000e+00
3.420518228352845540e+02,8.472036265603939000e+02,1.993599625260616681e-01,6.936703060647724239e-01
1.039330038107834753e+02,1.611626395755262706e+02,1.455769990335419872e-01,4.788557646638921739e+01
9.180507858918579700e+01,1.357790027653278230e+03,1.067972921259052188e-01,0.000000000000000000e+00
1.209612499413593412e+02,7.173656443837141978e+02,1.927902117800605053e-01,0.000000000000000000e+00
3.721788476951286384e+02,4.508079704356446200e+02,1.100220714489074658e-01,4.484356685147537291e+01
1.169187701241831547e+02,1.294119142572973487e+03,1.618639723946419251e-01,0.000000000000000000e+00
3.163203261625245659e+02,1.291900103529282887e+03,1.723670855912443067e-01,0.000000000000000000e+00
2.695902270914731389e+02,5.008333381321352817e+02,8.159175523331468893e-02,4.864101308072338270e+01
1.728415125782678956e+02,9.768360605990936847e+02,7.030533180927658887e-02,2.212151683255957835e+01
7.015984391638096440e+01,5.424929910761650262e+02,1.450836689253477974e-01,0.000000000000000000e+00
3.629538248515476653e+02,4.955555725720116698e+02,8.472552099741895160e-02,5.183578637869985783e+01
9.911877199857589460e+01,1.414745109562084508e+03,8.565539192527406309e-02,0.000000000000000000e+00
1.663809106394672881e+02,8.608832663083666148e+02,6.105180387273535791e-02,6.409589543658728417e+01
3.800877196533411961e+02,1.392125708425677658e+03,1.402269706031863405e-01,0.000000000000000000e+00
8.106961360397068006e+01,5.552335230807301514e+02,1.650307866030545911e-01,0.000000000000000000e+00
1.022025643297760098e+02,8.403292511648915024e+02,9.918205535026095032e-02,0.000000000000000000e+00
4.071524681089807132e+02,9.901319025586496991e+02,9.666746521837660255e-02,6.177327036008089323e+01
8.969616261797010281e+01,1.130939806631799911e+03,1.728463177299892073e-01,0.000000000000000000e+00
3.291278345936966048e+02,1.310496220261382405e+03,1.549368542688743244e-01,0.000000000000000000e+00
2.583067186464797373e+02,3.847387147241169032e+02,1.606736559047846624e-01,4.861386615847199977e+01
3.989796176973724187e+02,1.278747908528950347e+03,2.033698406700149286e-01,0.000000000000000000e+00
3.500548364897387046e+02,8.307854987541032870e+02,1.249513363478086253e-01,1.145544283984319804e+02
3.763892093759262139e+02,1.386959894254795699e+03,1.455072782556730282e-01,0.000000000000000000e+00
1.841663034145525728e+02,5.423629299508767190e+02,1.857078026800417503e-01,0.000000000000000000e+00
1.290298840852470903e+02,1.077373197749835526e+03,1.125685200332950386e-01,0.000000000000000000e+00
3.437873523512615748e+02,1.139454843399692663e+03,1.611159878376258181e-01,0.000000000000000000e+00
2.782476189900725103e+02,7.639635041313284773e+02,1.812417514371334748e-01,0.000000000000000000e+00
3.109835457148467412e+02,6.993055232184489114e+02,6.418764091987989862e-02,4.963882095929773186e+01
1.831273721109536723e+02,1.071886835913686582e+03,1.284669264678945932e-01,0.000000000000000000e+00
1.762288195497139895e+02,9.551793202772281575e+02,7.794928950544216528e-02,1.155503966378457470e+01
1.128420181433975245e+02,1.080154838761137171e+03,7.806845031056938722e-02,0.000000000000000000e+00
1.854766791679387268e+02,9.077040456421916588e+02,7.460890185852658840e-02,3.028398223623140595e+01
3.440701378265875405e+02,1.350961475488353244e+03,2.012690133624473743e-01,0.000000000000000000e+00
3.729716182832167419e+02,9.380339232585622540e+02,1.942483527300254698e-01,1.335456513246239929e+00
